Aircraft,CabinFlown,CabinStaffService,DateFlown,FoodAndBeverages,GroundService,InflightEntertainment,Recommended,Route,SeatComfort,Textchunk,TypeOfTraveller,ValueForMoney,WifiAndConnectivity 
Several,Economy Class,3.0,November 2015,5.0,1.0,2.0,no,ZRH to ESB via IST,1.0,"Zurich to Ankara via Istanbul. Turkish Airlines inflight catering is above average - good quality and nice presentation.  However, staff can barely speak English and legroom very limited.  My connecting flight to Ankara was cancelled by TK, so they booked me onto the next flight there. When I tried to check in for my return flight, it turned out they had cancelled all remaining flights on my ticket arguing that I had changed one leg of my original flight! Completely unacceptable: no apologies, no assistance.",Business,1.0,nan
Boeing777-300 ER / A319,Economy Class,4.0,December 2014,5.0,5.0,5.0,yes,BOM to TGD via IST,5.0,"Mumbai to Podgorica via Instanbul with Turkish Airlines. I had quick check-in and boarding. One Flight attendant was rude and other were nice and friendly. They had nice communication skills. IFE was good with large selection of Series and Movies. I am Vegan so that food was also nice on both flights. Seat had good legroom. We were provided with basic amenities like pillow, etc. Even the flight was on time. Everything was good.",Solo Leisure,5.0,nan
Boeing 737 / A330,Economy Class,4.0,November 2015,5.0,4.0,5.0,yes,AGP to BKK via IST,5.0,"We flew Turkish Airlines from Malaga to Bangkok return, with a 3 day stay in Istanbul on the way back. Malaga to Istanbul on a new Boeing 737 had seatback TV throughout and coloured cabin lighting. The A330 on the longhaul sector was also new. The crew are not overly smiley but have a certain reassuring quality about them. Catering was plentiful and excellent on all flights with a frequent drinks service. Amenity kits in economy class. Upon checking in in at Bangkok for the return leg, the check-in staff gave us back a make up bag which they had found left behind at our seat on our inbound flight. All flights on time - the scale of their operation from Istanbul is mind blowing. If I have to complain it would be the ground handling in Istanbul - we were a group of 5 and because of a rescheduling, our pre assigned seats had gone. The flight was full and there was absolutely no effort made to seat us together or apology. This is the 2nd long haul I have done with Turkish Airlines and certainly will use them again.",Family Leisure,5.0,nan
nan,Business Class,1.0,September 2015,3.0,1.0,3.0,no,AMM to KWI via IST,3.0,"In the past 3 years I have flown Turkish Airlines 3 times.  Each experience was worse than the one before. My main issue was the attitude and rudeness of staff. The staff also had a hard time understanding and speaking English. The ladies in their customer service call center are unhelpful and one was very rude. I had to call several times due to many issues, and each phone call was much longer than it should be because of the language barrier and their unwillingness to simply do their job. The business lounge at Istanbul airport is beautiful - made ugly by the rude staff. Extremely unhelpful. A man beside us asked for the wi-fi password (after he just sat down, unpacked, hooked up his electronics) and the lounge staff rudely told him to go ask at the desk. The wi-fi password was on a table tent on the very table. Close to my flight time, I went to ask the concierge about my boarding time and flight gate (since it wasn't on the ticket), she pointed at the ticked in my hand and condescendingly asked ""you cannot read?"". I explained its not on it. She said she didn't know and I should go outside to the Turkish airlines desk and ask. I did - they were too busy socializing with each other and brushed me off saying they don't know. I angrily told them I almost missed my earlier flight because of not knowing my gate. They checked and told me the gate number and that my flight was already boarding. Horrible service and the worst staff a business in the service industry could have.",Couple Leisure,2.0,nan
A330-200,Economy Class,4.0,October 2015,4.0,3.0,4.0,yes,ATH to KIX via IST,4.0,"Athens to Osaka via Istanbul with Turkish Airlines. All flights on time except ATH-IST delayed because of traffic at IST. A two hour connection became tight. All other flights pretty much on time. Seats comfortable, excellent meals, satisfactory movie selection. Professional crews with positive attitude. They should however schedule an extra drink service during long flights. Would use again.",Solo Leisure,4.0,nan
Boeing 737,Economy Class,2.0,November 2015,2.0,3.0,3.0,no,Abuja to Hannover via IST,3.0,"Turkish Airlines is the worst I have flown in recent times. I flew Abuja to Hannover and then a return through London.  On my return to Abuja, the in flight entertainment did not work. I had to use my laptop to watch a movie.  Food and Beverages on a sparely full flight, Non vegetarian food was finished. It finished on all 4 flights. How is that possible? I wanted Orange juice and that was also finished. There was no apology, just a simple, ""Its finished"". I returned the vegetarian pasta and nothing else was given as a supplement. Online check in service did not work for me. Maybe because I got my ticket through a travel agency, I could not do online check in. I was then given a seat that was a bit tight ( I am 6 ""4). I asked the desk officer on my departure if I could be given a better seat, possibly an exit and he said ""My boss will query me if I give you"". He ended up giving me because I appealed and shortly before take off, he came and gave me another boarding pass in the lounge reminding me he told me he could get into trouble for assisting me. The most interesting thing is that the flight times are not convenient. Total travel time including shortest layover in Istanbul for London to Abuja is 15 hours when I could fly regular airlines for a lot less. I wanted to try a new airline, but I think it was a mistake. ",Business,2.0,nan
A320,Economy Class,5.0,May 2015,5.0,5.0,nan,yes,Bremen to Istanbul,5.0,I found Turkish Airlines tickets with a very competitive rate of only 170€ to fly to Istanbul with my wife and son. A new A320 with very comfortable seats. We flew with our 5 months old son so just after boarding was completed we asked a crew member if there was a free seat somewhere else. Fortunately one seat three rows behind us was free so the flight attendant asked the passenger sitting next to us to change the sit there. So we had three seats for us and our son hadn't to sit on the lap. Food was excellent. Prior to the main menu a Piece of turkish lokum has been served which was delicious. After main menu coffee has been served and our son received a small gift. We handed in the stroller and Baby shell to ground Service just before Boarding and got it back when leaving the plane which was very convenient.,Family Leisure,5.0,nan
nan,Business Class,4.0,October 2015,4.0,4.0,3.0,yes,KUL to IST,1.0,"Kuala Lumpur to Istanbul in business class, 2 persons. We have travelled a lot of times with Turkish Airlines and always had the experience of flatbed. This time it was an old aircraft and the bed was not able to be like a flatbed. All the pictures we see of business class seats and beds had nothing to do with this experience we had here. Severel of the seats was broken, the tv screens was not too good. When we landed in Istanbul the plain was taxied to the reparations area.  We were very disappointed over this flight. Though we love the food and the staff was very competent and friendly.",Couple Leisure,3.0,2.0
nan,Economy Class,3.0,October 2015,4.0,1.0,3.0,no,JFK to Catania via IST,2.0,"New York JFK to Catania via Istanbul, and I chose Turkish Airlines because they had a competitive rate, good connection times, and great ratings. On my return home I was supposed to have a 1.5 hour layover and arrive home at 6 pm. They changed the flight and I had a 5 hour layover and arrived home at 11. And, waited well over an hour for my baggage. Worst experience and will never fly again.",Solo Leisure,2.0,nan
nan,Economy Class,2.0,July 2015,3.0,1.0,1.0,no,NUE to ADB via IST,3.0,"Nuremberg to Izmir via Istanbul. This was the second time I flew with Turkish Airlines the same route and the second time we left more than 2 hours late from Nuremberg. Thus the connecting flight was impossible to be reached in time as you have to cross Istanbul Atatürk Airport and pass again baggage checks and passport control. The ground staff was inpolite and not communicative - they just issued another ticket for the next plane and surrendered it without a single word. I wrote to Turkish Airlines and explained the situation - they would check and come back to me. Reminding them about the outstanding complaint several times I received an unreadable standard excuse 4 weeks later and they would be glad to welcoming me again. Talking to friends who also came via Turkish Airlines from other German destinations I found that they encountered the same problems at this Airport. Turkish Airlines simply ignores time problems and is unable to organize a smoother transit in Istanbul. Definitely choose another airline for my frequent trips to Izmir. By the way, should you raise your complaint via Facebook - you will be friendly invited to use your individual case number on their website and never hear from them again. What a polished way to ease complaints.",Solo Leisure,1.0,1.0
A330,Economy Class,3.0,November 2015,5.0,4.0,4.0,yes,NRT to BRU via IST,3.0,"Turkish Airlines from Tokyo to Brussels via Istanbul. Seats are OK, food and service is above standard. Main negative point is that on daytime flights from Asia to Europe they make the cabin fully dark for +8 hours. That means you cannot adapt to a new time zone and you are forced to sit in a fully dark cabin during daytime, and when you arrive in the afternoon/evening in Europe, evening starts to fall and it gets dark again.",Solo Leisure,4.0,5.0
A330-200,Economy Class,3.0,November 2015,3.0,1.0,1.0,yes,IST to CMN,3.0,"Istanbul to Casablanca with Turkish Airlines. Check in was easy, and dedicated passport queue perfect. Boarding process was painful, as the ground services staff tried to squeeze as many passengers onto the bus as possible. The bus driver drove quite fast and turned corners really fast which made some passengers collide with each other creating an unsafe situation. The onboard experience was okay apart from the very limited entertainment. The inflight entertainment had only a few movies and tv shows and didn't reflect the usual offering. Food was fine and cabin crew were mostly friendly. Some instructions on how to open and lock the toilet door and to flush the toilet in the safety video would be really helpful for flights to Middle East and North African countries because many passengers on these flights have trouble to perform these tasks. I think this would make the passenger experience better and assist the Flight Attendants.",Business,3.0,nan
A340 / A330,Business Class,3.0,November 2015,3.0,2.0,4.0,yes,JFK to DXB via IST,4.0,"Travelled from New York JFK to Dubai via Istanbul with Turkish Airlines. The comfort in Business Class is not bad, but on the shorter flights from/to Istanbul/Dubai (A330), the seat does not properly recline to a 180 degree position. As far as service is concerned, Turkish Airlines is trying, but just not getting there. That a meal consist of 3 courses is not too difficult to understand, so why some passengers ended up (on each flight!) with a starter but no ""afters"" or vice versa is not clear to me. Also, when your glass or cup is empty, it is usually promptly taken away (instead of offering a refill). Because of its competitive price, Turkish Airlines is definitely worth considering, but make some allowances. Check in in Istanbul is totally chaotic. No difference between business and economy passengers, and if you have children or need a wheelchair, don't expect any preference (because you don't get it).",Business,4.0,3.0
A330-300 / A330-200,Economy Class,5.0,October 2015,4.0,5.0,5.0,yes,JFK to LHE via IST,4.0,"New York to Lahore via Istanbul return with Turkish Airlines was a great experience. Flights were on time. The hospitality onboard with helpful and friendly staff made it a good experience. The food was delicious, inflight entertainment system was one of the best. Seat with a lot of legroom.",Solo Leisure,5.0,nan
nan,Business Class,2.0,November 2015,5.0,1.0,4.0,no,IST to IAD,4.0,"Istanbul to Washington. I've flown business class on Turkish Airlines many times, and almost on every flight it's the same experience. Airport, lounges, seats, and entertainment system are good, but service is mediocre or bad, ie. boarding process, through the flight, and customer service. On this flight,  boarding was messy and chaotic. Once we took off I tried to watch a movie but the screen kept shifting between modes and disrupting the movie. The attendant had no idea what to do. He tried restarting but that didn't fix anything. He didn't offer any apologies or even a fake attempt to compensate through special courtesy service. One good aspect was free wi-fi for business class travelers. I must say that's a feature that I was immensely thankful for especially with my malfunctioning screen. And the wi-fi worked without a hitch throughout the flight. Turkish Airlines may aspire to be a top-tier airlines, but its service is far from reaching that level.",Business,3.0,5.0
nan,Economy Class,3.0,November 2015,3.0,1.0,nan,no,AQJ to IST,3.0,Turkish Airlines for me has endemic delays. This time it was a 3-hour delay. No explanations given. Inflight service and catering did not make up for the incompetent handling. Turkish Airlines has become an unreliable airline with mediocre ground handling and inflight service that depends on the mood of the flight crew.,Solo Leisure,3.0,nan
Boeing 737-800,Economy Class,4.0,August 2015,4.0,5.0,nan,yes,SAW to ADB,4.0,"A packed morning short-haul commuter flight from Istanbul to Izmir with Turkish Airlines. Quite cheap in comparison to the old prices, managed to be the same price as budget airline Pegasus. Was fed decently given the very short (about 45 minutes flight time). Choosing a seat is free. If they are the same price as Pegasus, I would fly Turkish Airlines over them anytime.",Solo Leisure,5.0,nan
nan,Economy Class,1.0,November 2015,1.0,1.0,4.0,no,BHX to MLE via IST,4.0,"We flew Birmingham to Istanbul, onto Male and the same back again. I can honestly say I have never encountered such rude, unhelpful, inattentive cabin crew and that was on all flights. Our plane had a technical fault and we had to land soon after take off on the first leg of our journey. There was a complete lack of information due to the announcement's being unintelligible. We had to ask for water as we sat on the tarmac for nearly three hours and no refreshment was forthcoming. We missed our connecting flight and found cabin crew and ground crew incredibly unhelpful. We were treated badly at the airport and had to fight to get our luggage for the 24hr delay. We needed our luggage for medical supplies. We were also charged $20 a person (11 of us) for Turkish visas even though we were only there for a night and due to no fault of our own. The Hotel was adequate for the night but again we found the staff rude and inefficient. When we eventually got to Male one of our parties suitcase was ripped and torn and my husbands luggage didn't arrive. This caused us a whole new set of problems again because of medical needs. The Male airport crew were amazing and so helpful they got our case to us the next day with the help of the Bandos hotel staff and they did it all with a smile.",Family Leisure,1.0,nan
A330,Business Class,4.0,November 2015,4.0,4.0,3.0,no,YUL to DXB via IST,3.0,"Montreal to Dubai via Istanbul with Turkish Airlines. Nice flight, good meal, nice people. Since my departure date on November 6th, I am trying to change my return date. Since that first date, I am talking to the wall. I called when I was in Montreal. The lady told me that she was not able to change my flight before departure. She told me that it was much easier when travelling. In Dubai, I went to the airport and found the office closed. There is a phone number on the door that is referring me to Istanbul main office. I have called there and they told me that they can not do anything from there. The lady told me to go to the aircraft. I am a long time traveller and first time that I am hitting a wall like that. I will think twice before booking again with Turkish Airlines.",Business,2.0,nan
nan,Business Class,3.0,November 2015,3.0,1.0,3.0,no,DEL to BOS via IST,3.0,"Turkish Airlines from Delhi to Boston via Istanbul. I need assistance in the form of wheel chair for significant distance and have difficulty climbing stairs. I was traveling from Delhi to Boston on Nov 26th in seat 2D. When I arrived in Istanbul plane was parked well away from the gate. It took sometime to deplane us, in the lift there were more people than wheel chairs. I was offered to sit on stretcher which was too low to sit down. After coming to the gate the chair was provided. After significant time a chair arrived and again we were parked at a different place, finally we were picked up and arrived in the lounge 45 minutes latter.  While my time for departure came no body showed up so I went to the desk and they called, they came 15 minutes before boarding time. There was no lift to take us to plane which was parked about a mile away and it was raining.The porter asked me to go three flights down on slippery steps while he took hand luggage. He placed me in the bus and said somebody will help me on getting in the plane. On arrival I walked to the stairs with my carry on and started looking for help. There were eight different men who after my request for help just walked away. Two girls in uniform were standing and just keep smiling. I was only left at the bottom of the stair and having no help started to climb, while half way up a passenger took my carry on. ",Solo Leisure,2.0,1.0
A330-300,Economy Class,5.0,June 2015,5.0,4.0,5.0,yes,Istanbul to Paris,5.0,"Turkish Airlines flight from Istanbul to Paris in economy class. Smiling staff, comfortable seats, plenty of entertainment options and excellent food and beverages - red wine offered was great. Took off and landed on time. ",Family Leisure,5.0,nan
Boeing 737-900,Business Class,3.0,November 2015,4.0,3.0,nan,no,ABJ to BEY via IST,2.0,"Turkish Airlines flight from Abidjan to Beirut via Istanbul was initially at 11:35 pm from Abidjan. We waited and waited and waited. No one would answer to our questions (airport of Abidjan shuts down from 3am till 7am but we didnt know it at the time). The only persons after 1 am in the airport are this plane passangers. Finaly at 2:15 am the plane arrived. At 2:50 am boarding started. We arrived to the plane door. Then the news hit us: the airport is closed from 3am till 7! Moreover there were no ground staff on in Abidjan, none they had left. Total delay : 9 hours. Apologies : none. Compensation : none. We have been treated like catle. Wasn't my first time with Turkish Airlines, but my last. ",Business,1.0,nan
A321,Economy Class,4.0,November 2015,3.0,3.0,nan,no,Ankara to Istanbul,3.0,"I always check that the life jacket is under my seat, and mine was missing on this flight.  I told cabin staff after the safety brief, who called the flight manager, checked under my seat and struggled to find a replacement, but finally got a life jacket from an empty business class seat. An uneventful flight despite being very delayed in Istanbul and catching my London flight with only minutes to spare. I always listen to the safety brief, check the nearest exit, the number of seats between me and the exit, and for the life jacket. The disappearance of life jackets is common among airlines as people have been known to steal them as a souvenir. ",Business,3.0,nan
nan,Economy Class,2.0,October 2015,5.0,5.0,5.0,yes,IAH to BUD via IST,3.0,"Houston to Budapest via Istanbul. I'm so glad I went with Turkish Airlines despite negative reviews.  My flight was a late night, departure at 2205. I arrived at Bush 8:30pm there was virtually no line. Check in staff polite and courteous and felt genuine. Then it 15min to go through security to my gate. When entering the plane staff greeted everyone, making eye contact as they said hello. I was in seat 11K right in front of the bulkhead. My entertainment monitor was not working so I hit my attendant bell twice and no came, I had to wait 4ins after take off before I could flag someone down to come and take my complaint. Seat was not extremely spacious, I had a lot of leg room, food was actually good, free snacks, alcoholic beverages. Pillow and blanket,  were already at the seat. And my luggage made it each time with no delays or being lost. So all in all, this carrier is worth it.",Solo Leisure,5.0,4.0
nan,Economy Class,1.0,September 2015,2.0,1.0,1.0,no,RUH to MXP via IST,1.0,"Riyadh to Milan via Istanbul. The cabin crew from Riyadh to Istanbul were rude and standoffish. The aircraft was small for a 5 hour flight compared to the aircraft type from Istanbul to Milan, which is a shorter flight and a bigger plane. Both planes were full. The ground staff were unhelpful when I inquired on my connecting flight that my bags arrived and gave them my tags. Staff lied to my face and replied that it was in the plane. On arriving to Milan there were no signs of my bag. The bag arrived two days later. I will never set foot on Turkish Airlines again and would rather pay more on another airline.",Family Leisure,3.0,nan
nan,Economy Class,1.0,August 2015,3.0,4.0,4.0,no,CGK to AMS via IST,2.0,"The services was so bad during my flight from Jakarta to Istanbul, only serve food twice and no additional snacks etc. The steward did not seem to have customer care skills. While I was on the plane and I asked for tea and I turn on the light, the steward directly come and turn off the light. I waited  bit longer and the steward didn't remember where was my seat, and when I called again he suddenly gave me the tea and dropped tea and the sugar over me without apologising anything. I don't know why the service was bad from Jakarta to Istanbul, I have no complaint on the shorter flight from Istanbul to Amsterdam because it was good.",Solo Leisure,3.0,1.0
nan,Economy Class,2.0,November 2015,3.0,1.0,3.0,no,LHR to BKK via IST,1.0,"London to Bangkok via Istanbul return, and flights delayed going and coming back. Old planes, uncomfortable seats with not enough leg room. Flight attendants, business like, not friendly. Food was okay and lots to drink. Due to the flight landing late in Istanbul coming back last night, I missed my connecting flight. No comunications from the airline on what to do, in the air or in the Airport. Running around like a headless chicken trying to get another flight. Eventually got another one, just made it to the gate on time. The ground staff in Istanbul are terrible and rude. Then once back in the UK, no luggage, they failed to put my bag on the new flight. Hopefully will be delivered today. If you can help it, never fly Turkish Airlines long haul.",Solo Leisure,1.0,3.0
nan,Business Class,2.0,November 2015,5.0,1.0,4.0,no,ORD to DUS via IST,1.0,"Chicago to Dusseldorf via Istanbul. This was a classic case of high expectations colliding with miserably poor performance. I looked forward to the flight because I love Turkish food and have experienced the wonderful hospitality of the Turkish people.  I flew to Istanbul and noticed I was invisible to Turkish Airlines staff. They focused their attention on their Turkish customers.  I had a coat and draped over my knees and no one asked to hang it. After about an hour on my knees I finally asked someone to hang it. They also have an elaborate bed-making ritual that begins with a blue packet containing a pillow, blanket etc. They made the beds of their Turkish clientele, but my seat did not even have this packet, nor was I asked if I wanted my bed to be made. The food, however, was excellent. From Istanbul to Dusseldorf I experienced something I've only experienced in third-world travel: Flies. A host of flies bothered us the entire way. As they delivered trays of food, flies alighted on the food as it was being handed to us or placed on our trays. The return trip was worse. Flies again plagued us from Dusseldorf to Istanbul.  But the worst service came with the person who issued boarding passes. She asked me if I wanted an aisle seat, and I said yes. I then added, ""I flew bulkhead from Istanbul to Dusseldorf and do not want to fly bulkhead again."" Her response ""Of course."" Imagine my shock when I discovered my 12 hour flight from Istanbul to Chicago was a bulkhead middle seat. What sort of perversity leads a person to ask a traveler, ""Would you like an aisle seat,"" and then give them a middle seat? Or acknowledge the bulkhead's lack of desirability, and then placing the passenger there for 12 hours? Turkish Airlines should come with this warning. No matter how cheap they make the cost of your flight, it is not worth it.  The customer processing system went out of order in Istanbul prior to the flight to Chicago. Every ticket was manually logged using pen and paper. So, they held up the boarding of the flight, and sent down segments. Normally, you would expect the business class to go first, followed by the business class. Not in Turkey. The most important quality a passenger can have is being Turkish. So, the people who boarded first were people whose trip originated in Istanbul. Meaning, about 90% of the first boarders were locals. Then, once we encountered those who were checking boarding passes, complete chaos reigned. If I can avoid flying Turkish Airlines I will. It is just not worth the pain and perverse customer service.",Business,1.0,1.0
nan,First Class,2.0,October 2015,4.0,4.0,2.0,no,Cape Town to London via Istanbul,1.0,"Turkish Airlines first Cape Town - Istanbul direct flight, followed by a connection to London. Previously there was an hour on the ground in Jo'burg. Check-in was efficient and friendly. We flew business but there was no lounge (initially seated in CIP and then advised that this was not for Turkish) and were seated at a sectioned off area of the public restaurant. The greeting and food on board is very good but the service is incredibly slow. From boarding to getting a glass of wine took 2 hours. The seats were the most uncomfortable business seats I have experienced. They are not flat and the bottom section is flexible - horrible. My entertainment system was temperamental. On the return flight the toilet floor was really dirty. The Istanbul London leg was on a different model of plane with good seats and entertainment system. I am not sure if I would book Turkish Business Class again. All four legs were delayed. ",Business,3.0,4.0
A340,Economy Class,2.0,November 2015,3.0,1.0,3.0,no,New York to Istanbul,3.0,"I flew 10 international and 2 domestic flights with Turkish Airlines this year and they will likely be my last. Sure their planes are nice and new, but their service is getting worse every time I fly. Their customer service (online or via phone) has been pretty bad for a while, but now it's spreading to their in-flight services. The hostesses behave rudely to passengers raising their voices. They don't come right away when you push the call button. I waited an hour to get a cup of water on my last flight. This is unacceptable. The food on board used to be better. In the past I would actually look forward to eating it, but lately their food quality is slipping. On my last trip I wanted chicken but they ran out by the time they came to my row. Istanbul Ataturk Airport is very poorly operated. We are constantly transported by bus to and from the planes rather than boarding at a gate. My last trip it was raining and we got wet getting off the plane. The in-flight entertainment is decent. They have plenty of movies to watch, but not so many TV shows. I've flown so many times in 2015 that I actually ran out of things to watch. They need to update their library more often. ",Couple Leisure,2.0,2.0
Boeing 777-300ER,Economy Class,5.0,October 2015,5.0,3.0,5.0,yes,LGW to ICN via IST,5.0,"Gatwick to Seoul via Istanbul. My husband had flown with Turkish Airlines recently and had glowing reports, I was pleased to have had a similarly good experience. Seats in economy were very comfortable in all sectors and it was great to have IFE for the IST-LON routes. On our flight out, a passenger appeared to have passed away on the inbound IST-LGW flight so the flight was delayed by an hour. No information was given at LGW, but I was one of the few who might have figured out what had happened and I expect that most passengers would be more comfortable not knowing. Crew were welcoming and friendly but there were no forced smiles. It couldn't have been a great day for them but they showed utmost professionalism throughout the journey. Food was excellent, there was plenty to drink, flight was full. Not many toilets for Economy passengers, but they were well maintained and kept clean. Many of the passengers would not have made their connecting flights. I had a two hour transit window which was reduced to one hour. I walked purposefully (did not need to clear any security for this particular journey) and got to my gate as passengers were boarding. It was a long walk. I do not recommend a transit time of less than 2 hours with Turkish Airlines here. The next flight was also very full in economy but my seat was extremely comfortable and I appreciated the foot rests. Entertainment options were even more extensive than on my earlier flight. Food, again, was fantastic. I doubt any airline gives you better food in economy (better than some Business Class meals I've had). Unfortunately, about a third of the way into the flight I became ill. The crew swooped into action, called amongst the passengers for medical assistance and I had my pulse and blood pressure checked. Business class was a lot less busy than Economy and I was isolated from other passengers in a business class chair that had been turned into a bed for me. The crew kept a check on my throughout the rest of the flight and kept me hydrated. The worst of my illness passed by the time we arrived over South Korea and I took myself back to my Economy chair for landing. Thanks to the crew, I was left in a fit state to continue my journey (just needed an extra sick bag for the road). The flight back was less eventful but standards were just as high. The flight from ICN to IST was delayed by an hour. Again, I had a two hour transit window that was halved and I arrived at my gate for the IST-LHR flight as it was boarding. I really enjoyed my flights and appreciated the care and service I was given. I don't hesitate to recommend this airline but I do stress how important it is to have a long enough transit window to deal with an unforeseen delay. My husband will be travelling with TK again in January and is looking forward to it.",Solo Leisure,5.0,1.0
A320 / A330,Economy Class,5.0,February 2015,5.0,5.0,4.0,yes,NUE to JED via IST,4.0,"Turkish Airlines A320 from Nuremberg to Istanbul, there was no IFE system inside the plane, the catering service was good as was the comfort. After transfer in Istanbul Airport, I boarded the A330 to Jeddah. It was really good, better than the A320. The crew were nice, and it turned out good!",Family Leisure,4.0,nan
A319,Economy Class,3.0,November 2015,5.0,3.0,3.0,yes,IST to ZAG,4.0,"Istanbul to Zagreb on Turkish Airlines. Flight was smooth, we were little bit late with take-off because of very strong cross winds this day. Flight attendants were polite, but I noticed some of them are very bad in English. Turkish Airlines do not let passengers use headphones during take-off and landing. Flight attandant was angry with me, because she came 3x to tell me that I have to stop using my iPhone (on airlplane mode) during landing and take off - but on some other airlines this is allowed. Food and beverages are above other airlines economy class, so I can say Turkish Airlines have best Economy class. Inflight entertaiment was nice, 4 or 6 music channels, and some documentary was playing on LCD.",Solo Leisure,5.0,nan
A330 / A321,Business Class,4.0,November 2015,2.0,3.0,3.0,yes,BRU to IST,5.0,"Brussels to Istanbul return on Turkish Airlines. Fast check in, no fast lane for passport control but for Security. Lounge is the dreaded SN Brussels Airlines lounge. Surprinsingly good boarding and inflight service was good, although food choices are same as usual. I opt for ordering fruit platter which is a little small for duration of the flight. Fast track in Istanbul and out in a 5 mins. Return was smooth, check in fast, priority lane for security and passport control. Fabulous lounge but Istanbul airport is a mess though. Too many flights and short of gates.",Solo Leisure,2.0,3.0
Boeing 737-800,Economy Class,4.0,November 2015,5.0,3.0,3.0,yes,VIE to SAW,2.0,"Vienna to Istanbul Sabiha Gokcen. Flight on time, remote stand. Old-looking and dirty Boeing 737. Overhead monitors displaying map, commercials etc. Good legroom, but dirty seat. Interesting inflight magazine. Very nice and smiling cabin crew. Menus distributed with some Turkish delight before takeoff - very nice touch. Food was excellent - large tray with salad, dessert, cheese and crackers, and hot main course (two options to choose from), full beverage cart. Arrived on time. Excellent food, best among many European airlines, but cleaness of an airplane is below expectations.",Business,3.0,nan
A330-200,Business Class,2.0,November 2015,4.0,1.0,1.0,no,THR to FRA via IST,2.0,"Flight from Tehran to Istanbul, no inflight entertainment with not a single business class seat was working. Apparently standard operating procedure at Turkish Airlines, and no apology was given. Flight from Istanbul on an old A330. Overall dismal showing for a business class fare.",Business,2.0,nan
Boeing 777-300,Business Class,4.0,November 2015,4.0,4.0,1.0,no,Istanbul to Toronto,3.0,"I flew Turkish Airlines business class from IST-YYZ, a 10+ hour flight. The in-flight entertainment system did not work throughout the flight. While overall service was decent, there seems to be an excessive focus on facilities that matter less (eg: on-board ""chefs""), than ensuring basic functionality on a long-haul flight. I would imagine that having a working IFE system would be critical regardless of class of service flown. Still surprised that no one from Turkish has either followed-up on my feedback from the in-flight survey they requested, or bothered to offer any sort of apology / refund / discount on the next flight, etc. Poor level of service on all counts.",Business,2.0,2.0
nan,Premium Economy,1.0,November 2015,nan,1.0,nan,no,SFO to MXP via IST,1.0,"San Francisco to Milan via Istanbul with Turkish Airlines. Check in was a nightmare. The gate employee didn't communicate seat information, and didn't respond to my concern that my bag would get lost (as it did twice in the past with Turkish Airlines). I spoke with two different managers on basic questions of Turkish Airlines policy, and they were just rude. Each of them asked me to repeat all the information I had already provided (an annoyingly obvious tactic to tire the customer), and then proceeded to quote policy unrelated to my question. Besides saying sir as if it were a four-letter word, and twice rolling their eyes (two different managers) with accompanying tone of condescension, one manager asked me ""are you on medication?"" Terrible service. Terrible quality. A mean, cynical, and dismissive handling of the customer. So much for Turkish Airlines Gold Premier service! I will never fly Turkish Airlines again, if I can help it.",Business,1.0,nan
nan,Economy Class,5.0,November 2015,5.0,5.0,5.0,yes,BRU to MNL via IST,5.0,Brussels to Manila via Istanbul. We have flown this month with Turkish Airlines for the first time and were impressed with their service. The food served was delicious and I felt pampered by their amenities etc. Staff were attentive. We had to take a very long haul flight but I felt comfortable. I was worried about delayed flights according to the reviews but luckily all flights were on time! Overall we had a very nice experience and I commend them for their hardwork to provide good service.,Couple Leisure,5.0,nan
Boeing 737 / A330,Economy Class,4.0,December 2015,4.0,5.0,4.0,yes,BHX to KTM via IST,4.0,"Excellent total experience with Turkish Airlines at a very good price from Birmingham to Kathmandu via IST. We booked our own flights with a package holiday. This meant we could fly from our local airport, get seats that were 2-4-2 rather than 3-3-3 for the long flight and save nearly £700. It was easy to book window seats on the left for a good view of the Himalayas on the way in - just phone them 99 days before the flight. I got through very easily (in contradiction to what other reviews say) and was treated with respect. No charge for seats. I chose 30A and B for the long flight to be behind the wings - they were good but a few seats further back would have been even better. Complementary food and drinks and was better than most airlines. You even get metal cutlery. Good, clean modern aircraft. Entertainment system worked fine on all 4 flights. Good cabin crew. The leg room was a bit limited on the short flight - as expected. Our flights back were from Delhi via Istanbul - same experience. I would use them again.",Couple Leisure,5.0,nan
nan,Premium Economy,3.0,November 2015,5.0,3.0,5.0,yes,MIA to BKK via IST,4.0,"Miami to Bangkok via Istanbul. The food was great, the service and seats good. Turkish Airlines is much better than any US airline I have flown. The class separation is weird though. We were served start to finish before economy was served drinks. (I went to the lav and the curtain was open.) I don't understand that. I paid for more room so I could sleep but not to be treated differently. The entertainment options were very good. I love being able to see out the front of the plane when in the airports. I also liked the hot towel, Turkish Delight, flight bags and blanket but I wish the blanket were washed rather than perfumed. The over-ear headphones were great.  Of four flights only one was on time. I didn't miss any connections because the next flight was 2 hours late and I had a very long layover. I spoke with a young man who had an overnight layover in Istanbul. I don't know where he stayed but he sent me a text saying Turkish Air paid for his room! I don't know how comfortable it was but anything is better than the airport overnight! I've done that twice when US airlines kept us on the tarmac so long we missed our connections and the last rooms in town.",Solo Leisure,4.0,3.0
