Aircraft,CabinFlown,CabinStaffService,DateFlown,FoodAndBeverages,GroundService,InflightEntertainment,Recommended,Route,SeatComfort,Textchunk,TypeOfTraveller,ValueForMoney,WifiAndConnectivity 
nan,Economy Class,1,nan,3,nan,3,no,nan,2,First and last flight I will take with them. Had flown London-Havana via Amsterdam with no problem with KLM. Return flight with AF - not so. Firstly flight to Paris was cancelled. Received a text about 16 hrs before flight despite them knowing 3 days in advance. Eventually another plane was chartered via Air Caraibes. We ended up leaving 3 hrs later and arriving in CDG after we were originally due to be in London. In Cuba we were told (rudely) we had been booked onto a flight with BA that was leaving at 9pm meaning we arrived in London 9 hrs after we were due to be there with a 7 hr wait in CDG. Told to get boarding pass from AF desk in Paris. Got there to find 4 staff going at snails pace (again rudely) whilst 300 irate and upset passengers waited to get their ongoing passes. We were almost at the front yet waited 70 mins to be told we had to go to the BA desk 2 terminals away. They didn't actually speak to me by the way preferring to speak to my husband. Got to the BA desk who after trying to get a pass for 2 hrs said AF needed to release the booking. My husband ran back and forth between terminals 2a and 2e 3 times before AF would listen to him and eventually conceded that it was their fault. Did we get any apology? No. I will never fly with them again.,nan,2,nan
nan,Business Class,1,nan,2,nan,2,no,nan,1,Review about a flight in Business Class Paris-Tokyo. Old Business Class cabin: noisy and not comfortable. Dirty even at the beginning of the flight. Poor service: no attention to passengers and no smiles. Average entertainment system with too many bad second class French movies.,nan,1,nan
nan,Economy Class,4,nan,2,nan,3,yes,nan,4,Flight AF0503 and AF0508 13-19 Feb. CAI to CDG departure and arrival on time friendly crew clean aircraft but the food was not nice at all.,nan,4,nan
nan,Economy Class,5,nan,5,nan,5,yes,nan,4,Flew CDG-GRU and back. Both flights were very nice some turbulence but nothing too bad crew very attentive and friendly. Food was also very good (they served dinner and breakfast on both flights) and drinks were available throughout the whole flight. For the money I paid I got great value. Neither flight was delayed it took off and landed on time. I will definitely fly Air France again especially to Brazil.,nan,5,nan
nan,Business Class,5,nan,5,nan,3,yes,nan,5,Did a business flight on the route from New Delhi to Paris: AF 225 seat 5K. Great experience staff very friendly and smiling all the time. Good food but small screen for in-flight entertainment.,nan,4,nan
nan,Economy Class,1,nan,1,nan,1,no,nan,2,My family including my 3 year old daughter had a flight from Paris Charles de Gaulle airport to Manchester which we had booked 8 months previous. We were unable to carry out an online check in before taking flight due to poor wifi signal at our holiday destination so arrived at check in 3 hours before our flight was due to leave to give us plenty of time. When we checked in we were told the flight was already full and we were placed on stand by. After waiting at gate for everyone else to board we were informed that only two seats were available and we could split up if we wanted or stay as a group of 3 on the next flight to Manchester. We decided to stay as a family - we went to the customer service desk only to be told that the next flight was completely full. After spending an hour at the desk with a very bored and upset young child we were informed that the only flight we could take that day was to Birmingham over 90 miles away from Manchester where our car was parked. After 11 hours in the airport we departed - on arrival to Birmingham we then had to organise transportation at considerable cost to ourselves to Manchester to collect our car. Safe to say I will never fly with Air France again and I will never recommend them to anyone else as there customer service was appalling.,nan,1,nan
nan,Business Class,5,nan,5,nan,4,yes,nan,3,Flying on A380 from CDG to SFO on the upper deck in the smaller section with only 5 rows I again enjoyed the excellent food quality and wine selection. The crew was also exceptionally friendly so that the overall experience was quite pleasant. If the seats get replaced to flat beds then there will be very little to complain. The only thing that could may be improved is the selection of new movies.,nan,5,nan
nan,Business Class,3,nan,4,nan,4,yes,nan,4,AF76 to Papeete Tahiti on 10/7. Eight hour flight arrived at 5:10 AM. Required check-in in Los Angeles on transfer from Delta. No indication of location of Air France Counters outside of International Terminal. Sky Priority check-in very hectic so much that we just made it to the plane as they were boarding. Flight was okay except my traveling companion and I were separated in our seat assignments as were other travelers and the flight attendants managed to re-seat everyone except us - French speakers first.,nan,3,nan
nan,Economy Class,5,nan,4,nan,5,yes,nan,4,I travel frequently with Air France to Brazil and I am always impressed with the service I get and the friendly air crew. They speak the language of the country that they fly to as well as English and their own French. They are quick to attend offer champagne as an aperitif wine with your food and also a digestive cognac after they have collected your empty food tray. It's always been a pleasure flying with them.,nan,4,nan
nan,Economy Class,1,nan,1,nan,1,no,nan,1,My flight was from Atlanta to CDG-Paris on Saturday Oct 11th. I will avoid this airline in the future due to the following: 1) No special meal option-no gluten free vegetarian peanut allergy diabetic etc. meals available 2) Lazy unfriendly flight attendants. Every time there was a tiny bit of minor turbulence they flipped the seat belt light and plopped in the flight attendant seat strapped in and took a break. This happened frequently. I sat near the galley and saw them eating ice cream cake feet propped up. I don't think they ever offered water or any types of beverage during the flight. Completely awful staff. 3) Plane was ragged looking and my TV did not function properly. FA said there was nothing he could do. Did not give one care about it.,nan,1,nan
nan,Business Class,5,nan,5,nan,5,yes,nan,5,For the very first time I flew from JFK to CDG in business class. The cabin had been newly remodelled and it was great. It was the first time that comfort was competing with the companies from the gulf area. It was a piece of luck for most 777 have not been remodeled yet. Staff food drinks entertainment everything was perfect. I just pity all those who pay the same amount but do not have the same comfort.,nan,5,nan
nan,Business Class,5,nan,4,nan,5,yes,nan,5,I flew CDG-JFK on October 15th on AF008 and flew back on October 16th on AF009. The plane a B777-200ER had the new business class configuration (1-2-1). This new business class is comparable to the very best standards. The seat is comfortable in any position. The IFE is nice with a wide screen and a lot of selection. On these two flights the cabin crew was very professional and friendly too. The food was very good westbound so-so eastbound. Wine selection just OK for a French airline. Compare to the current (and very poor) business class what a change!,nan,5,nan
nan,Premium Economy,3,nan,3,nan,1,no,nan,1,"Not-so-premium: shabby equipment poor food uncomfortable seat. I flew Premium Economy from CDG to JFK on the return trip from France. I expected an upgraded level of service equal to or greater than Economy Comfort on Delta. The hard shell seat was extremely uncomfortable and the ""recline"" (more a sliding function) did not work. Entertainment options were limited and dated. The food was exactly the same as economy - a mush of potatoes and vegetables with a side of chicken in cheese sauce. The only difference was the addition of an unappetizing brown pate. The second meal service was a stale roll and some yoghurt. The price is outrageous for the level of service offered. I hope Air France will entirely rethink this class of service.",nan,1,nan
nan,Economy Class,3,nan,1,nan,2,no,nan,3,Flew AF from YUL to Paris on 777-300! Service was ok nothing exceptional food was below expectations both ways! The nice touch was the little bottle of Porto. Entertainment system was good going but old and bad coming back. I chose Air France rather than Air Canada because their service is suppose to be exceptional.,nan,2,nan
nan,Premium Economy,5,nan,4,nan,5,yes,nan,2,JFK-CDG-VIE. The AF Prem Econ seats are as described elsewhere uncomfortable. They weren't designed for sleep. Our return flight from CDG to JFK was on an Airbus 380. I moved us to the front 2 seats at the emergency exit and we had plenty of room. The toilet kit and 'coronet' were appreciated as well as the wine and cognac. The food was nothing great. I tried to purchase upgraded meals for our return flight but the AF website never seemed to get me there. Check-in was always expedited. All the AF personnel we encountered were friendly and professional.,nan,5,nan
nan,Economy Class,1,nan,2,nan,1,no,nan,1,I was supposed to fly Air France from Frankfurt to Paris on September 20th 2014. However it was canceled due to a strike. I was re-booked on Luxair but I missed connection due the fact connections were too close. I was re- booked on a Lufthansa flight which left on time. On my return flight to Frankfurt Air France was operating once again but the service left a lot to the imagination. Most depressing thing about Air France was the fact they serve their customers instant coffee which they prepared in front of you. You would expect instant coffee from a non-coffee culture such Thailand. Air France can keep their cold croissant instant coffee and frigid staff.,nan,1,nan
nan,Business Class,3,nan,2,nan,2,no,nan,1,I have been travelling with this airline mainly for business purpose and many times in business class. Am I expecting too much when I compare with their magazines and the image they try to carry? All in all I have never been happily surprised by nice new features that modern airlines may offer. Rather it is always more or less the same and in term of seat comfort in business class it clearly lags behind most of its serious competitor. Food is generally good but it can also be sometimes frankly disgusting (when you fly to Paris from a foreign country). Service is fine but seemingly very disorganised between boarding and take-off (flight attendants running in all directions back and forth with no apparent co-ordination - when are going to actually optimize their movements inside the very narrow pathways?). A nice old lady with old worn furniture and faded recipe the actual image of this airline.,nan,2,nan
nan,Economy Class,3,nan,3,nan,4,no,nan,3,CDG-Miami (round trip). On CDG-MIA flight we had a lovely staff who seemed happy to serve passengers. In return the crew seemed so tired. Some didn't say a word to passengers and others yawned. Air France product has fallen a lot in recent years and it's sad to see such a different quality between the 2 flights.,nan,2,nan
nan,Economy Class,1,nan,2,nan,4,no,nan,2,CDG-MIA. Cabin staff during almost an 10 hours flight appeared 2 times. Snacks during flight are boring and only available in 1 pantry in the economy class on a A380. Toilets looked horrible and we're not cleaned. Seats are old and in our row of 3 2 had technical problems. Overall value for money as flying Air France is cheap however I would not consider to buy a ticket at a regular fare.,nan,4,nan
nan,Economy Class,1,nan,1,nan,1,no,nan,2,AF1653 Kiev to Paris 23/11/2014 on Airbus A319. Check-in was efficient but that's all that I liked about the flight. I've never experienced before such an arrogant and frigid crew as on this flight. Crew did not do anything during the first two hours of the flight. They were chatting for two hours! After two hours of chatting with each other reading newspapers playing games on their phones and drinking coffee they decided to serve the passengers. Coffee or tea and a very small croissant were served. I expected a bit more on a flight of over three hours. After serving they were gone and I haven't seen them again. Seats were horrible in comparison to my outbound flight with KLM. The announcements were very difficult to understand. And of course they lost my baggage. After 5 days I could collect my baggage at the airport. I'll never ever in my life fly Air France again and I will never recommend them to anyone else!,nan,1,nan
nan,Economy Class,4,nan,4,nan,3,yes,nan,5,AF BUD-CDG-HKG 4 Nov 2014. BUD-CDG on A321. Uneventful flight however seating on board AFs A321 fleet is not too comfortable. Pitch and width quite tight. Connection in CDG (late evening) a breeze - hardly any other passengers at passport control did not have to go through security again. CDG-HKG an A380. Upper deck economy seating feels much more private - and the boarding process is usually quicker as you get to join a separate line for upper deck (only 8 rows). Onboard service good nice meals for ecoonomy (and even a hot breakfast). bars are set up on both decks with drinks and snacks (ice cream is a nice touch). Seats on AF's A380 are quite spacious - more width than Emirates and ample pitch. Easily one of the best longhaul economy experiences. The IFE is usable but not top- notch (anymore) - the responsiveness of the screen is annoying. The selection of movies and TV shows is not very large but okay. All in all a nice experience at a very competitive price.,nan,5,nan
nan,Premium Economy,1,nan,3,nan,1,no,nan,1,"CDG-KL travelled long haul with Air France for the first time. Had heard that the Premium Economy seats were uncomfortable but that turned out to be an understatement. They were as hard as park benches. I had to resort to scrounging cushions from other seats to sit on - not worth the price premium. Leg room was OK and could extend my legs fully under seat in front (I'm 62""). The food was OK but the service appalling. No attempt was made to deliver an aperitif before the food but rather had to be requested at the same time. Took a good 45 minutes for them to come and clear away the plates with all the attendant issues of having it left there on the tray. No offers of digestif despite being listed on the menu. During the cabin darkness period was not approached a single time to be offered a drink hot flannel etc. The only time I saw crew during this time was when I got up to walk front to back of the plane and discovered a couple of them in the galley reading magazines. All in all doesn't come anywhere near Emirates or Singapore so would actively look to avoid in future for long haul.",nan,3,nan
nan,Economy Class,2,nan,2,nan,2,no,nan,1,"Booked flights MAN-CDG-ATL and return 9 months ago before our trip we reserved seats online as soon as we were allowed. On checking a few days before our departure I discovered the seat reservations had been cancelled by AF. Had to phone AF Heathrow who explained it was due to ""operational needs"" but he reserved us middle of the plane seats in both directions as no window seats available on reaching CDG I asked for an explanation and was told it was a problem with Delta (flight was codeshare). On the flight despite asking for the meat option meal all we could get was the vegetarian option which was just about edible-we were 25 rows from the back. The seats were not comfortable to begin with so you can imagine how we felt after a 9 hour flight.",nan,3,nan
nan,Premium Economy,5,nan,4,nan,5,yes,nan,3,JFK-CDG-AMS. Check in at JFK - friendly staff but boarding announcements not clear and confusing (A380). Premium Economy bought at airport - although comfortable I find the price is not truly value for money. Food and staff good to excellent. Hassle free transfer at CDG including entering Schengen and additional security check.,nan,3,nan
nan,Economy Class,4,nan,4,nan,3,yes,nan,4,London - Rio de Janeiro via Paris A330-200. Good flights overall. I paid £50 for an exit row seat one way at the time of booking which I think was good value on a £500 return flight and the configuration of 2-4-2 is good as it means only ever one person to climb over regardless of seat position. My baggage didn't make it to Rio although the connection was tight and they were punctual with delivery in Rio the day after. Food onboard was pretty good although IFE left a bit to be desired - not all that much choice available. Overall the experience was good and at around £490 at the cheaper end for Europe to Brazil - Paris CDG is a ridiculous airport to transfer through. It's a huge maze and you do security again despite having just done it in London 45 min before.,nan,5,nan
nan,Economy Class,4,nan,3,nan,4,yes,nan,2,Oct 23 AF SFO-CDG-NCE. Economy - reserved seats on SFO-CDG in advance. Chose seats on top level of A380 as there's less movement around the cabin compared to downstairs. FA's were friendly. Food average but was given champagne upon asking. Discovered the 'bar' upon going to the back of the plane to the toilets. Sweets ice cream soft drinks. They don't wait on people much outside of the organized mealtimes but it doesn't bother me to get up and fetch a drink as it's an opportunity to stretch my legs. Boarding at SFO was quick as there were several airbridges and we were boarded first. The problem came from the transfer at CDG. AF changed our flight to Nice because SFO-CDG was leaving later (due to delayed arrival) except they booked us on a flight out from Orly the other side of Paris. The check-in guy at SFO airport managed to change us to a flight out of CDG. However the flight SFO-CDG caught up on the delay and arrived on time in CDG so we then had to queue at the transfer desk to get back on our original flight CDG to Nice! We were dubious about our baggage making the transfer - but it did! AF doesn't match some other airlines but the ticket was cheaper so I'm not complaining. I liked the A380. The CDG-NCE was uneventful with a drink and a packet of biscuits - surely they could do better than that?,nan,3,nan
nan,Economy Class,5,nan,4,nan,4,no,nan,3,LA to Amsterdam via KLM and yesterday October 21 2014 returned from Paris to LA on their partner Air France [AF]. I received an email ahead of time from AF regarding online check in only to be informed I needed a visa or green card and could not check in except at the airport. We arrived 3 hours ahead of departure time went to obtain boarding passes and check in our one bag each only to find it was all done electronically. There were long lines in front of each machine with much confusion and unfamiliarity with the how to navigate the process. One in front of us took at least 10 minutes to complete the process. After 25 minutes we entered another long line to drop off our check in bags which took another 15-20 minutes. At no point were our carry-on bags weighed as they were with KLM. We then walked about 10 minutes to enter the longest line yet which was for passport control and after few minutes were “randomly” selected to go to another line for carry on weight and size control. We observed bags being shoved into a steel frame for sizing. Additionally they added purses and shoulder bags to the total weight calculation which easily put most over the limit of 12 kg. The handlers then slapped a large red AF tag on the bag marked up the boarding pass and sent us back to the baggage area. We returned to the baggage area and discovered the fee for each bag was 70 Euros about $100. When we explained this could have been avoided if our carry-ons were weighed at the same time as our check in as we could have redistributed some items. In the end we had to check in one additional bag. We arrived at our gate as the plane was boarding. While doing so we observed many passengers with 3 carryon bags. We learned many lessons not the least of which is we will not fly AF again.,nan,3,nan
nan,Premium Economy,3,nan,2,nan,5,no,nan,4,BKK-CDG-BKK Premium economy good seat better than economy priority check in and boarding. Food is nothing special low quality wine staff polite but nothing more than what we expect from them. One hour delay on departure 30 minutes delay on arrival in Bangkok.,nan,4,nan
nan,Economy Class,2,nan,1,nan,1,no,nan,3,Flew with AF from Amsterdam to CDG transfer by bus to Orly then on to Guadeloupe PTP. Overall experience was disappointing. However I arrived on time and I had plenty of legroom due to the seat (10J). But the onboard service was nearly non-existent no response whatsoever after ringing the attendant button. Entertainment system crashed every 5 minutes. No drinks offered only with the distribution of (mediocre) food. Orly airport staff were slow rude and unfriendly.,nan,3,nan
nan,Economy Class,1,nan,1,nan,1,no,nan,1,Flew from Newcastle to Paris extremely large passenger took over most of my seat as flight was full no alternative but to endure. Baggage never reached connecting flight and was missing for five days which was half of my holiday. Never again will I fly with Air France.,nan,1,nan
nan,Business Class,4,nan,5,nan,2,no,nan,2,Recently flew LHR to CCS (via CDG) on Air France - Business Class. Seat reservations made at time of booking had been changed when I checked in online 24 hours before the flights. No explanation offered. I found seat 2A on outbound leg much more comfortable than seat 4E on return leg. Although on a 10 hour flight with a leading European Airline one would expect a flat bed AF do not offer this on the Paris / Caracas route. On the way out my baggage missed the connection in Paris and it took more than 2 days for AF to get it to me. No apology no explanation no keeping me informed. On way back delay of over three hours. Air France Business Class lounge in Caracas is atrocious worst I have seen. IFE did not work for the first 90 minutes of the flight despite the valiant efforts of the Purser.,nan,2,nan
nan,Economy Class,1,nan,2,nan,1,no,nan,2,Took flight 83 from San Francisco to Paris. One of the worst 11 hour flights ever. Got to my seat to find all of the electronics did not work. Notified staff before takeoff. There seemed to be some power to the electronics yet nothing worked. No light no music no monitor not even the attendant call button. I was told they could somehow reboot the system associated with my seat shortly after takeoff. After a couple attempts to reboot and two hours trying to get the crew's focus on the matter I was finally told that they would not be able to get the electronics of my seat working. They offered me magazines which is completely useless considering they dim the cabin lights and I had no light of my own which worked. So I got to sit in the dark and 11 hours of flight going out of my mind with boredom. What makes it worse is knowing that this airline would not have known that my electrionoc were not functioning properly before the flight boarded. Not only did it limit me on my ability to view the safety video before the flight started but it also brings into question why the systems did not work in the first place. The plane seemed fairly new and if the problems associated my electronics was not a simple rebooting of my system according to the crew then what was it that cause all of the systems around my seat to fail?,nan,2,nan
nan,Premium Economy,4,nan,4,nan,3,yes,nan,3,LHR-CDG-LYS. Got assigned seat 3A in Premium Eco on LHR-CDG leg which is always nice and seems to happen to me quite often on this route. It doesn't make much of a difference on such a short flight - even though you do get better food - but sitting at the front of the aircraft makes the boarding/ disembarking process a breeze. Transfer between to 2E and 2F at CDG can be a bit of a hassle but both terminals are new and relatively easy to navigate. Nothing exceptional on CDG-LYS leg but an overall pleasant experience.,nan,4,nan
nan,Business Class,5,nan,5,nan,4,yes,nan,4,HKG-CDG Flight 185. FA's were particularly friendly and helpful. Food and drinks were high standard as usual. Main issues: seat was comfortable enough but lacks the essential for a business class seat: horizontal lie-flat. More privacy would be appreciated as well and there is not enough personal storage room. The cabin was brand new and features the new 2-2-2 seats plan far more pleasant than the 777 2-3-2 configuration. Use of the inflight entertainment system is not really easy and it takes time to navigate through categories and pick a movie. Options are nonetheless plentiful with a good selection of English and French-speaking blockbusters. The Qantas lounge in HKG is definitely not up to the usual AF service in the company lounges around the world. AF should definitely find another partner to accommodate its priority passengers. Overall a very smooth flight which got AF back into my favorite airlines list.,nan,5,nan
nan,Premium Economy,5,nan,3,nan,4,yes,nan,4,LAX-CDG. After reading so many bad reviews for the AF Premium Economy product I was eager to try it out for myself. If you are like me the thing you hate most about economy is having the person in front of you recline all the way in your lap for the duration of an 11 hour flight. So with that said having shell style seats is very exciting even if they don't recline in the traditional sense. Upon entering the A380 PE economy cabin I could tell right away I would enjoy the experience. The dedicated cabin is small and cozy and the seat itself has tons of room compared to any economy seat. Do not listen to the reviews on here that say the seats are cramped because it's just not true. I have long gangley legs and I could stretch them all the way out to the foot rest under the seat in front of me. It's basically a mini business class seat and compared to other premium economy products out there that cost twice as much (Virgin Atlantic) it is well worth the price of admission. I feel like a lot of the negativity comes from people who expect business class for the extra money they are paying even though it's a quarter of the price. The food is nothing special and I agree that the bottom portion of the seat could use some extra padding. Service was great and the stewards came immediately after pushing the call button. As for the non traditional recline of the seat I found it more comfortable then the normal seat back legs sitting position of economy. The trick is to make sure you extend the calf rest and foot rest so your body is being supported in the diagonal position. Again I feel like other fliers are either use to their economy habitat and or expect lay flat seats that they didn't pay for. As I said before not having the person in front of you laying in your lap the entire flight is heaven on earth which is still a problem on many PE products. Please take it from me a rational realistic aviation aficionado. I speak the truth in all my reviews and would not hesitate to let you know my dissatisfaction if there were any.,nan,5,nan
nan,Economy Class,5,nan,5,nan,5,yes,nan,5,"ORY-PTP - I took Air France for my journey to the French Caribbean island of Guadeloupe. The flight a Boeing 777-300ER was on time clean and very comfortable the crew was very welcoming and friendly. The meal was excellent (I have chosen Air France special meal ""Lenotre"") and the entertainment very rich - with French and international programmes. This 8 hour flight was a great experience!",nan,5,nan
nan,Economy Class,3,nan,4,nan,3,yes,nan,3,August 29 from São Paulo to Paris. Boeing 777-300 - (F-GSQI). Ticket was purchased directly on the website on May 2. However seat assignment was not permitted as long as the passenger makes the check in online 30 hours prior the departure. I definitely can't say that I agree with such procedure but it's a way to force passengers to do their own check in. Online check-in went fine but I was previously informed by the AF reservation agent that all seats would be available once the system was charged but definitely this was untrue. Anyhow I got seats together for myself and my parents. Once onboard the aircraft was with an issue with the air-conditioning system. So the plane was hot just like a sauna. Only when the main door was closed and the engines started working fortunately we got fresh air. Flight was completely full. As soon as we took off crew started the inflight service. Eyeshade and earphones were personally distributed which was a nice touch. Right after welcome drink which included champagne and a small bag of salty snacks were offered. My vegetarian option was delivered but the main dish was cold. During the flight drinks ice cream and small sandwiches were available in both galleys. Prior to our arrival hot breakfast was served. At the carousel our baggage took a life to be delivered.,nan,4,nan
nan,Business Class,4,nan,4,nan,4,no,nan,1,"I flew business class on Air France's A380 for work. I was very excited to get the chance to fly this aircraft. I was totally underwhelmed by the business class seat. First Service was good. Wine was good. Entertainment was good. But - Business class on the A380 and the seat is not a lie flat seat! I don't think I slept 20 minutes. The pitch is 81 degrees. I'm 6'5"" - which means I barely fit in the seat when it opened up - but you find yourself sliding down the whole time.",nan,2,nan
nan,Economy Class,5,nan,3,nan,1,yes,nan,4,ORY-MRS nothing special for this 1 hour flight cabin crew was smiling and friendly the captain made frequent announcements and the service was quick and professional. I definitively recommend this airline. No IFE.,nan,5,nan
nan,Economy Class,3,nan,4,nan,3,no,nan,2,Flew Seoul-Vienna via Paris as well as Amsterdam because a huge delay before initial departure made me miss my Paris-Vienna flight. Ground staff in Seoul gave me a random seat - last row with no recline - despite my pre- assignment and my SkyPriority standing. The food was good and service in-flight satisfactory. KLM which flew me on the final leg delivered my luggage a day later though the efficiency in its tracking was high. The Charles de Gaulle Terminal 2F lounge was overcrowded. The return trip was satisfactory overall-meaning they need better training for their Seoul-based staff. Unpleasant and unprofessional.,nan,1,nan
nan,Economy Class,5,nan,3,nan,nan,yes,nan,5,ZRH-CGD-PUF-on Jan 20 2015 and PUF-CDG-ZRH on Jan 25 2015. I must say AF mad a lot of positive progress in every way. The flight attendants and ground staff were marvellous. Friendly and always had a smile on their face. They made a drink round and served some crackers. For flights of approx. 1 hour very good. All flights were more or less on time. I will fly with them definitely again.,nan,5,nan
nan,Business Class,5,nan,5,nan,4,yes,nan,5,My husband and I flew Business Class on Air France in November 2014 Paris to Melbourne and found it to be wonderful. The meals service and attention given by the staff was excellent. I would have no hesitation in flying with them again as I fly to France each year and will certainly use their airline above any other.,nan,5,nan
nan,Business Class,2,nan,1,nan,1,no,nan,2,YUL-CDG-BKK/CDG-YUL: I have never before encountered service as consistently poor and an inflight experience as negative as I did on my recent AF Flights. Nor did I think that a major airline in Europe could make US carriers look good in comparison. All of the AF equipment was distinguished by its tattiness uncomfortable seats dirt and an unpleasant cabin ambience. Positively the worst IFE I have experienced in the past 20+ years. The fact that Air France serves instant coffee sums up the quality of food service. I made the mistake of thinking that if cappuccino was on offer that it would be real. Instead I was treated to chunks of undissolved mix. Decent wine selection but that was it. One meal consisted of a sort of lamb dish. It was so overcooked it had gone to mush with what I presumed had once been vegetables. The dominant ingredient was salt. That was typical of the AF meal service. Checkin for flights at AF staffed desks was an unpleasant experience. The one dominant characteristic of most AF personnel encountered was rudeness and a disdain for the customer despite my speaking to personnel in French. On my last flight I was sent between 2 different terminals twice wasting 90 minutes on the shuttle bus doing the circuit of CDG. One clerk at the lounge in 2E-M sent me back to 2L while another sent me back to 2E-M with the monitors showing a different gate and then not showing anything. Finally once at the correct gate at 2E-M passengers were packed on to a crowded shuttle bus and brought back to 2L. Something isn't right at Air France. If one flies some of the better airlines like EVA Cathay or even Air Canada one quickly sees the differences. Air France does not give one the same confidence as they do and I felt that there was a lack of professionalism. I strongly recommend against using this airline until it sorts itself which I expect will take some time.,nan,2,nan
nan,Economy Class,4,nan,5,nan,4,yes,nan,5,I flew to Tokyo from Paris (AF 274) in December 2014. I really enjoyed the new Boeing 777 cabin. My seat was very comfortable and the food was very good! Flight attendants were attentive and professional. Will definitely fly again with Air France.,nan,5,nan
nan,Business Class,5,nan,5,nan,1,yes,nan,5,"HKG-CDG 12/1/2015 on B777-300ER / Despite all negative reviews on AF C-class seat (2-3-2 configurations) in their B777 my experience is quite different. I find the seat comfortable in sleeping and ""up"" position. Nice crew and excellent catering. Unfortunately the IFE system was not working (purser informed passengers before boarding) but was therefor forced to sleep and arrived fresh. My only critic is the worn out impression of the cabin. The marketing campaigns from AF are not a true reflection of the real situation of their planes this B777 looked old bad maintained and dirty.",nan,5,nan
nan,Economy Class,4,nan,1,nan,1,no,nan,2,CDG-FLR on an A318. The flight was firstly late due to a technical issue with the plane. We waited on the tarmac with most of the doors open in the 3' C weather for about 45 mins. The food was atrocious. First of all is it too much of a luxury for AF to provide actual milk instead of powdered milk with their tea and coffee? The meal was a little sugary cheese something bun which was barely edible. The configuration of the plane was a little odd with small narrow and pretty uncomfortable seating with a very wide aisle. The staff were friendly enough but the IFE was non-existent. For a full service airline I thought that this flight was pretty poor. I would probably fly AF if I got a good price but for most routes you can probably get a comparable level of service on a low cost airline for much less.,nan,3,nan
nan,Economy Class,5,nan,4,nan,4,yes,nan,4,Air France for the first time EDI-CDG-DXB return. Family of four. Despite having heard negative reviews in the past about flying via CDG and not speaking French it turned out to be relatively easy. The Cabin Crew on all sectors were very pleasant and attentive. Inflight catering was to a high standard. The only issue was on the return sector when one of our three bags did not arrive at our final destination. In fairness our connection was booked by myself and was just over one hour. I received a text immediately on arrival at EDI informing me of the missing bag and also various updates during the day with regard to it's delivery status. It was delivered to our home 8 hours after our arrival. I was impressed with this level of communication. In summary we found Air France to be very good and certainly value for money. We will use them again.,nan,5,nan
nan,Premium Economy,1,nan,1,nan,4,no,nan,1,AF636 CDG-IAH 12/02/2015 Premium Economy. I paid 800 euros to have my wife upgraded to Premium Economy and would not advise anyone to commit such foolishness. This old 777-200 was to torn down with the space between the wall covers in the toilets filled up with filth. The seats were so hard that I decided to check what was going on and found out that the only separation between my“derriere and the seat metal structure was a 3 mm thin foam. Finally do not believe AF fancy adds about the food served in Premium Economy. We were served exactly the same meagre and unsavory portions as in Economy. When my wife got hungry about 6 hours after the meal she was informed that she had to wait for another two hours before to get anything. I can't say much about the crew because we seldom saw them. When I introduced a complaint in the AF system I was informed that due to an unusual number of complaints I should not expect anything form them before 3 weeks. No surprise here.,nan,1,nan
nan,Economy Class,2,nan,4,nan,4,yes,nan,4,LAX-CDG (on A380) and CDG-TXL (on A321). Flight was delayed in Los Angeles due to incoming aircraft. In general no problem because automatic email was sent beforehand to inform passengers. But two issues: 1) They changed my ongoing flight from Paris to Berlin to a later one without telling me about it there was no communication. 2) The LAX-CDG flight caught up with the schedule so I could have made the original connecting flight but they wouldn't change my ticket back in Paris. Watched other passengers board the plane that I booked but had to wait 4 hrs at CDG for the next flight. Ground personnel refused to hand out anything not even a voucher for a drink or snack at the airport. I have been flying with AirFrance/KLM for many years now but I have to say that AF is loosing it's charm. Flight attendants on LAX-CDG didn't pay a lot of attention even though I have to say that there were always plenty of drinks and snacks.,nan,3,nan
nan,Business Class,2,nan,3,nan,2,no,nan,3,The usual underwhelming AF business class experience (I fly once a month on this route). AF has the nerve to advertise their new business class seat on billboards in Dakar knowing full well that they are not available on its DKR-CDG service and won't be for the foreseeable future. That's just the start. The boarding is a shambles but that's more the fault of the airport than AF probably (a quick congratulations to Dakar airport authorities on the overall organisation. Great idea to have most of the customs counters unmanned at peak time loved the chance to ponder the beauty of the building during the 30 minute wait). Once in the plane you realise that AF apparently cannot manage to get someone to vacuum clean the cabin before passengers are corralled in. Dirty and it's like that regularly! Sheer neglect and laziness. Still the crumbs and detritus on the floor are in-keeping with the ageing and shabby cabin which for reasons I'm yet to understand is invariably full. Service is haphazard and characterised mainly by its slow pace. Can't a meal be served within the first hour of a 5-hour flight? Apparently not. I was asked 3 times by three different cabin staff to endure the 'breakfast' service an hour out of Paris a 'no' each time finally got the message across. One male steward was helpful the others behaved like it was all too much trouble. Main meal mediocre wine OK. Overall glad it's not me paying the tickets.,nan,2,nan
nan,Business Class,5,nan,4,nan,4,yes,nan,4,CAN-CDG in business class old style 777. Excellent trip even though flight full. Two female flight attendants the best I have ever encountered on any flight they were helpful and professional engaging in conversation with passengers. Although it was the old style seating I found it comfortable and slept well. Food was good. Air France is highly recommended.,nan,5,nan
