Aircraft,CabinFlown,CabinStaffService,DateFlown,FoodAndBeverages,GroundService,InflightEntertainment,Recommended,Route,SeatComfort,Textchunk,TypeOfTraveller,ValueForMoney,WifiAndConnectivity 
nan,Economy Class,5.0,nan,5.0,nan,nan,yes,nan,5.0,Travelled 3rd November EZY1897 MAN-SXF returned 6th November EZY1898 SXF-MAN. Whole package booked through Easyjet online really easy to navigate check in at Manchester a breeze and through to departures within 10-15 minutes. Onboard very new A320 with new seats plenty of space and immaculate. Crew friendly and provided efficient service return flight just as good again excellent crew very friendly and landed 10 minutes early - will recommend Easyjet to friends and family and will book and fly again with Easyjet.,nan,5.0,nan
nan,Economy Class,5.0,nan,1.0,nan,nan,no,nan,1.0,VRN-LGW. No frills airline where I even need to pay for water. Verona airport has nothing to do but I can't blame the airline the boarding process involved having to push our way through people who did not purchase priority boarding and standing in buses that had their doors open in the summer heat. Aside from that nothing else to report. I would have flown BA if I could to LGW since the value I think is better.,nan,4.0,nan
nan,Economy Class,2.0,nan,nan,nan,nan,no,nan,2.0,Friday night flight from Glasgow to London Gatwick. We arrived at 18.00 for the flight as we had to drive in from northern Scotland. Flight was supposed to depart at 21.20 and land at 22.45 after which we would get some sleep in a hotel and fly out to Tenerife at 05.50 the next morning. At check-in we were advised of a delay of 1 hour 38 minutes with no explanation but the agent told us to keep watching the board as easyJet would try to push the flight forward. The opposite happened. Our scheduled departure time went past 23.00 00.00 and 01.00. Eventually a fellow passenger told us that refreshment vouchers were being handed out at the gate but no announcements were being made to that effect. Staff at the airport were visibly annoyed at the situation. There were no easyJet representatives to speak to only gate staff. When they finally did appear they told us that the delay to the inbound flight was due to severe thunderstorms in Gatwick earlier on in the day but every flight before and after it had already left Gatwick so clearly something else was wrong. They eventually told us that the aircraft was now fully boarded in Gatwick and was awaiting one more crew member they would inform us of its departure. The aircraft landed at 01.50 and we were called forward for boarding immediately leaving us standing for 10 minutes - not what we wanted having been awake since 05.00 the previous morning. Boarded just after 02.00 and took off at 02.25. The captain explained that the delay was due to thunderstorms but in addition the aircraft had technical problems forcing a replacement aircraft to be found and a new crew also had to be sourced. We were in the last row of the aircraft which had no window and was cramped due to the tapering in of the fuselage at the rear. This in addition to the annoying racket the cabin crew were making in the galley made sleep almost impossible. It was 03.45 by the time we disembarked in Gatwick check in for our next flight was already open. To our horror the aircraft parked at the South terminal (replacement aircraft had next flight from there) meaning that passengers and baggage had to be taken over to the North terminal where the flight was destined. Fortunately baggage arrived quickly which was a huge relief because we had to change back to the South terminal in time for our next flight where we finally arrived absolutely exhausted at 04.15. To top it all off easyJet sent us an email saying that the delay was due to adverse weather alone and so we are not entitled to compensation.,nan,2.0,nan
nan,Economy Class,4.0,nan,4.0,nan,nan,yes,nan,4.0,Flew London Gatwick to Alicante return. Flights left on time and service good at both airports.,nan,4.0,nan
nan,Economy Class,4.0,nan,4.0,nan,nan,yes,nan,2.0,Gatwick to Bari and back. Ground staff at Gatwick seem to take a delight in the one bag rule. Both crews very pleasant as usual. Boarding at Bari a shambles. Ushered through to the bridge but then waited 15 minutes on staircase as they won't pay to use the full bridge service. Arrived a bit late at Gatwick but to South Terminal. Fine for me as I was alone and catching the train but a real pain for anyone expecting to be met at the North Terminal. And not a word from the cabin crew and no ground crew to offer any apology or explanation. Not good enough. And when comparing prices worth noting that the drinks and snacks I had free on BA the week before would have cost £13 on Easyjet.,nan,4.0,nan
nan,Economy Class,5.0,nan,4.0,nan,nan,yes,nan,3.0,Have travelled several times with easyJet and continue to be very satisfied with the service provided. Crews work hard are helpful and informative and we never feel hassled. Particularly worthy of mention is the assistance my wife received on our recent flight to Malaga - she thought she had mislaid her passport when she reached passport control and rushed back to the plane before boarding began for its return journey. The crew were both sympathetic and helpful especially the Spanish boarding agent. When they couldn't find it she knew it had to be on her person somewhere and it was. The only niggles that I have relate to the seats on their newer aircraft and the way in which they release their future flight schedules. We came back from Mallorca in September on a new A320 with slimline seats which lack the padding and comfort of the older style ones. As for the flight schedules separate releases for Spring early Summer late Summer have resulted in us twice settling for flights in 2015 with Ryanair instead of waiting for easyJet to release its next tranche. We would find it much more convenient if the whole of the Spring and Summer flights were published at the same time and easyJet would be less likely to lose our custom.,nan,4.0,nan
nan,Economy Class,5.0,nan,nan,nan,nan,yes,nan,4.0,Recently flew from Glasgow to Belfast (and return) with mobility impaired parents in law. Couldn't praise all the staff enough . They made the trip easy and a pleasure.,nan,5.0,nan
nan,Economy Class,5.0,nan,4.0,nan,nan,yes,nan,5.0,Stansted - Malaga Return. On time for take off and coming home arrived earlier lovely flight - Cabin crew friendly and very professional that's all you need when flying. Other airlines should take there lead do not know what people are moaning about.,nan,5.0,nan
nan,Economy Class,5.0,nan,2.0,nan,nan,yes,nan,4.0,LGW-PFO return. Aircraft clean and tidy with helpful cabin crew auxiliary engine was u/s so aircraft cabin very warm. Captain came into main cabin and explained we would need tender assistance to power up engines. He was not only very informative but highly entertaining taking any pressure off the cabin crew due to circumstances. Although late in departure we arrived a few minutes ahead of schedule. Return flight also excellent with a good crew but information in main lounge was poor regarding gate and boarding. Without doubt the 'new' arrangements regarding allocated seating has made the experience that more civilised when boarding. My only issue is the poor choice of food on board and the exorbitant prices for tea and coffee. That aside easyjet really are ahead of other short haul airlines.,nan,5.0,nan
nan,Economy Class,5.0,nan,3.0,nan,nan,yes,nan,2.0,As an easyJet virgin was somewhat apprehensive. Needn't have worried! Apart from a less than smiling reception at the outward bag drop found the whole experience pleasant with very professional cabin crews (infinitely better than the Virgin Atlantic crew experienced on a long haul to Delhi). Inflight prices somewhat expensive but could have been much worse considering we were captive customers. Only one real concern and that was the lack of padding in the seats and consequent bum numbing - glad it was short haul! However overall would certainly travel easyJet again.,nan,5.0,nan
nan,Economy Class,1.0,nan,nan,nan,nan,no,nan,3.0,Booked a one day return flight Amsterdam-Gatwick v.v. to attend a funeral on December 12. Whilst in the UK we heard of the computer problems at NATS but were relieved to hear on the way to the airport that problems were solved. Arriving there 3.5 hours before the flight was due we decided to have something to eat. Then a got a message on my iphone: we are very sorry but your flight EZ 8883 has been cancelled. Please contact Easyjet.com etc. This prompted us to go to the Easyjet desk but unfortunately there were already some 200 people before us in long rows with only 2 easyjet employees to assist. Therefore I (fortunately) decided to change my booking online and managed to get a return flight the following day in the evening. Then after 1.5 hours an easyjet employee climbed on a stand and shouted that everybody should see to changing their booking themselves and that accommodation to spend the night had been arranged at the Hilton Hotel. Upon arrival there Hilton knew nothing and was full to the brim. So back to the Easyjet desk only to find out that there were no more rooms but also no more Easyjet employees! Fortunately we managed to find some spare bedrooms in the Block hotel at Gatwick. Even getting a boarding pass proved to be a problem: as I had changed my booking using my iphone I was of course unable to print my boarding pass. So we went to Easyjet in the south terminal and asked them to print the boarding pass. That was not possible we had to go to the North terminal as we would leave from there. After some talking the man behind the desk told us check in was not open yet but after we told him we had already checked in electronically he managed to come up with two traditional boarding passes.,nan,2.0,nan
nan,Economy Class,4.0,nan,4.0,nan,nan,yes,nan,4.0,My very short easyJet flight (45 minutes) from Amsterdam to London Gatwick was a very well oiled bus service. Quick efficient utilitarian. You get what you pay for. And I mean that in a good way.,nan,5.0,nan
nan,Economy Class,5.0,nan,4.0,nan,nan,yes,nan,5.0,Bristol to Edinburgh return 18 Dec 14 both flights left on time excellent crew and captain on each flight very informative and despite being bumpy flights felt completely at ease down to the announcements and cheery attitude of staff. Well recommended.,nan,5.0,nan
nan,Economy Class,1.0,nan,nan,nan,nan,no,nan,4.0,My gripe is over a flight from Verona to LGW - problems were caused by Italian strikes and on checking in at the airport we were informed that an 11.45 flight had been delayed to 19.15 - not only informed by the check-in lady she also wrote it on our boarding pass and it was showing on the airport screens. She also told us to return to the airport at 1800 hours. We said to the very nice lady (who disappeared about five times as they were obviously being briefed on what to do) that we were going back into town for the day which we did. Due to the delay and a 3 hour drive on return we were looking at booking a hotel for the night at Gatwick but just to check whether we were being told the truth about the 19.15 departure time I decided to check when the rescheduled outward flight was going to leave LGW on the easyjet flight scanner - because it was actually in the air and on further inspection our flight had been rescheduled back to 1250pm - showing on both easyjet and airport websites. Jump into taxi and return to airport. Easyjet (and their agents) must have known at the time we were dropping our bags that the outward flight was actually happening as the plane must have been loaded and on the taxiway at LGW. Also easyjet made no attempt to communicate with us by email or mobile phone. Talking to others on the flight they had been asked at check-in to leave contact details and had been phoned (one family from about 40 miles away had got back home and had to turn around again almost immediately). We were incredibly lucky not to miss the flight.,nan,5.0,nan
nan,Economy Class,5.0,nan,2.0,nan,nan,yes,nan,2.0,London Gatwick to Arrecife. Long queue at North Terminal on arrival Friday lunchtime but moved very quickly. The return was on the delayed EZY8682 on 29 November due to bad weather locally. The captain made announcements updating us while the cabin crew distributed water and did their best to look after the passengers. Having announced that we might be going to Portugal initially we did fly straight to London once we were able to leave.,nan,4.0,nan
nan,Economy Class,4.0,nan,2.0,nan,nan,no,nan,3.0,Geneva to Gatwick with Easyjet in September - yet more delays. Our flight was delayed by seven hours or more and though we took an option to travel to Luton we were still over five hours late. No refund for delay costs they said as we chose a different routing we were no longer entitled. Yet I asked at the desk at the time if it would affect any claim they said no. Customer service when you need it is non existent. All those hours in Geneva were rewarded with a voucher for supper 15 swiss francs. You will probably guess what that buys you in Geneva airport.,nan,3.0,nan
nan,Economy Class,5.0,nan,5.0,nan,nan,yes,nan,4.0,INV-LGW. Very friendly staff both at Inverness and on-board the aircraft. As soon as we got into the airport we were greeted by smiles from the easyJet staff. Once on-board the crew acted very professionally considering it is easyJet snacks were on offer which was a plus. Would definitely recommend!,nan,5.0,nan
nan,Economy Class,5.0,nan,3.0,nan,nan,yes,nan,3.0,LGW-ACE and return. Chaos at check in at 6 am but after that experience was very good. Easyjet are much improved especially the professionalism and friendliness of cabin crews. Inflight catering is expensive but edible.,nan,4.0,nan
nan,Economy Class,1.0,nan,1.0,nan,nan,no,nan,2.0,I recently booked a trip from London to Jersey for 4 people on easyjet which was a complete mess. One of the passengers arrived separately from the rest of us. He processed to easyjet check-in desk to get a boarding pass and was given the wrong boarding pass by the staff member. He never checked the boarding pass and managed to clear security at the airport with it. When the remanding 3 passengers tried to clear security with our boarding pass this was then it was discovered that the boarding passes were mixed up. This took sometime to be resolved but eventually did. As it was nearly time for our flight to leave we hurried to the gate only to find that is was already closed. At no point during this period did easyjet page us to advise that the gate was closing or that it was the last call for us (the passengers). We had to go back to easyjets desk in the departure area and waited over 45 minutes before someone came to the desk to see us. We had the use the phone on the desk to call an easyjet staff member 7 times before someone arrived. When someone did arrive the matter was not handled with any urgency. We were taken back to customer service desk and were told that it is our responsibility to get to the get to the gate on time. In order to change the ticket we would need to pay. We advised them of the error made my easyjet staff of giving the wrong boarding pass to the wrong passenger. We also asked why we were not paged and was told that easyjet doesn't page customers. They will only do so if you have checked in a bag. We did not check in any bags as we were only going to jersey for a day. I told the agent it was discrimination as easyjet assumes that all passengers are literate. Also it is common practice for airlines to page passengers if they have checked in and not arrived at the gate. We were offered the next easyjet flight which was in the afternoon at nearly 4pm which meant our day trip would not happen. Tried phoning customer service and we were meet with the same no help attitude. In the end we when to jersy and was only able to spend 2 hours. A very unsatisfactory trip. Since then trying to get customer service to take some action has been terrible.,nan,1.0,nan
nan,Economy Class,5.0,nan,4.0,nan,nan,yes,nan,4.0,Never flown with easyJet before and feared the worst. But despite a bit of a jam when boarding I was impressed. Aircraft was clean and fairly new. In flight service was quick and friendly and the Captain kept us well informed regarding the progress of the flight both ways and expected ETA. On the whole for a budget airline (or any airline for that matter) a good experience.,nan,5.0,nan
nan,Economy Class,5.0,nan,3.0,nan,nan,yes,nan,4.0,Gatwick to Hurghada Egypt. Very good experience with easyJet. Flight on time pleasant crew and surprisingly they use different planes on this medium/long haul route so seating comfortable and spacious. Plus at £65 incl taxes you can't get much better value (competitors were charging £200+).,nan,5.0,nan
nan,Economy Class,5.0,nan,4.0,nan,nan,yes,nan,5.0,Flew from NCL to Amsterdam and again easyJet are fantastic. Every time I fly they just seem to get it right. Staff are always great and helpful and seating is comfy. Will continue to book them.,nan,5.0,nan
nan,Economy Class,1.0,nan,3.0,nan,nan,no,nan,3.0,"Travelled Arrecife to Liverpool 8th January having had a great flight outbound some days earlier ex Manchester with Monarch. The contrast could not be more stark. Boarding passes indicated a boarding time of 18.05 for a 18.35 departure. Approximately an hour before the due time boarding was announced which came as a surprise. An entire planeload of passengers were then processed through the boarding gate only to be left standing in an unlit hot covered walkway for just short of 30 minutes. Whilst my husband and I are able bodied there were any number of elderly passengers and very young children amongst our number who quickly became tired. This was an unpleasant experience but we were staggered to learn from regular passengers on this flight that this is standard prior to departure. From the moment the cabin doors closed pretty much until the wheels touched the tarmac in Liverpool 4 hours 15 minutes later those of us in the rear rows of seats were subjected to an absolute barrage of noise from the staff in the rear galley. During a long evening flight it clearly never occurred to them at any point that their passengers may wish to have some peace in which to rest read or sleep. Even the ""trolley service"" was conducted in between their gripping chats on many occasions causing them to have to ask passengers to repeat their orders as they clearly hadn't listened to them in the first place. We were both glad to finally exit the aircraft and both agreed on walking across the tarmac in highs wind and rain that we would not have had much confidence in this cabin crew to competently handle anything outside gossip and moaning. Will we fly Easyjet again? Trust me never.",nan,2.0,nan
nan,Economy Class,5.0,nan,4.0,nan,nan,yes,nan,5.0,Overall good flight to and from Marrakech. Not sure what the point of the baggage drop is when you have to join an endless queue with people arguing about seats and luggage. The check in at Marrakech airport was farcical. We joined a queue with 4 families ahead of us. There was already a woman at the counter who kept arguing with the counter staff for over half an hour. The checking clerk kept disappearing and nothing appeared to be resolved. Then a single-man checked in quickly. He was followed by a large family group who appeared to be completely unable to fill in there own exit cards. The check clerk proceeded to fill in each form for them taking over half an hour! The family then proceeded to tag each piece of luggage with security strips. Our conclusion is you need to arrive 3 hours before the flight in order check in. We were most disappointed.,nan,4.0,nan
nan,Economy Class,3.0,nan,3.0,nan,nan,no,nan,3.0,We travelled from Marrakech to Gatwick on Sunday 4th January. Our flight was delayed through no fault of the airline and the staff were efficient and friendly. The problems began when we arrived at Gatwick. Easyjet employ Menzies to handle their baggage transportation. We waited 90 minutes for our luggage to arrive. The staff had no information and simply said it was because our flight was delayed but other flights that arrived after ours got their luggage before us. The Duty. Manager refused to take calls from his own staff. Appalling service. Whilst Easyjet continue to employ such a useless and inefficient company to handle their baggage needs we will not be flying Easyjet again.,nan,1.0,nan
nan,Economy Class,1.0,nan,nan,nan,nan,yes,nan,5.0,"After having to dangerously carry my 15 month old daughter her pushchair and 2 bags of hand luggage down two flights of stairs to get outside to the aircraft. I have to say you get exactly what you pay for ""a flight"". Totally disgusted none of the staff (at Newcastle Easy jet) offered to help. Although I must add after struggling at Gatwick a lovely member of staff took my pushchair off me in the departure lounge as she seen I was alone with a young child hand luggage and a pushchair. Flight itself was fine. But Easyjet you really need to brush up on the service your staff provide!",nan,5.0,nan
nan,Economy Class,5.0,nan,nan,nan,nan,yes,nan,3.0,Flew from Luton to Lisbon for New Year. Both flights on time with efficient and friendly cabin crew. Only downside is the facilities at Luton.,nan,3.0,nan
nan,Economy Class,5.0,nan,4.0,nan,nan,yes,nan,4.0,EZY137 from Manchester to Belfast. This was my first time flying EasyJet since 2004 and I must say I was highly impressed. Can't fault them on anything. I dropped off my bag without any issues. I had a mobile boarding pass but the check in assistant printed me one nevertheless. It's nice that some go the extra mile. The crew on board were extremely friendly and welcoming. The flight left in good time and arrived 15 minutes early. An excellent and efficient service. I would certainly use EasyJet again.,nan,5.0,nan
nan,Economy Class,4.0,nan,3.0,nan,nan,no,nan,4.0,EasyJet seem to be having a few organisational problems recently. We had a few friends telling us about delays problems getting into the plane and lack of information. We've always been happy with the service travelling with our family but have been disappointed by our last trip from Barcelona to London Gatwick. Our flight was scheduled at 7.30 pm. We had not luggage so arrived at the airport at 6pm. No information on the gate was available - we then learned that the flight was delayed by one hour. No one on the ground had information to give us. Delayed by another hour. We finally get to Gatwick and we were delayed again because there were no ground staff. Don't they have people at Gatwick who are supposed to communicated with the airport staff. Not a great experience.,nan,4.0,nan
nan,Economy Class,4.0,nan,3.0,nan,nan,yes,nan,3.0,On Tuesday 16 December our flight from Reykjavik was cancelled. The flight was due to leave around 14.55 by 17.00 we were in a hotel meal by 20.00. We were kept informed by the hotel staff who were very helpful helping people to print boarding passes. Whilst this delay caused us some inconvenience it was very understandable delay. I have been very impressed with this service.,nan,3.0,nan
nan,Economy Class,4.0,nan,nan,nan,nan,no,nan,1.0,LIS-FNC another domestic flight with easyjet but this time I didn't catch it after all and in part due to the fact that easyjet now decides to slightly anticipate their take offs without notice. The plane was right in front of the gate they just had to open it and I would walk to the plane which had its doors still open and the ground support equipment also functional. Would it hurt that much? Had then to change flights to the other day paid 160 EUR more for 2 passengers and they weren't even able to give me a receipt with theirs and mine fiscal number I could only have it asking through the internet but it's actually impossible if you don't ask for it prior and through the process of booking. I think they try to skip their tax law obligations in the countries they operate.,nan,1.0,nan
nan,Economy Class,4.0,nan,3.0,nan,nan,no,nan,3.0,Appalled by delayed flight from Amsterdam. Two hour delay resulting in landing at Gatwick with no way of getting home because the landing was so late there were no longer any trains from the airport for my destination. Had to find emergency accommodation and pay a fortune in getting there by taxi. I recommend you never book the last flight with this company you will be severely delayed. Other regular flyers confirmed this to be the case. The flight was due to leave at 21.25 actually boarded at 23.21 - funnily enough just within the two hour deadline for claiming compensation. No full explanation on their website and I'm afraid the old excuse 'technical issues' just doesn't wash when you overhear other airline staff mention the fact there weren't enough planes to fulfil the bookings promised! By all means fly with easyJet but just do not book the last flight especially on very short flights.,nan,3.0,nan
nan,Economy Class,5.0,nan,4.0,nan,nan,yes,nan,4.0,Outbound 27 February Gatwick to Luxembourg. online check-in with hand baggage and speedy boarding. All worked well with the exception of speedy boarding at the departure gate. Speedy boarding in same queue as general passengers so in my view was not worth the extra. Inflight seats and beverages fine crew excellent. Flight departed on time and arrived early. Inbound 1 March Luxembourg to Gatwick. Online check-in with hand baggage and speedy boarding. Arrived at departure gate and as flight full case into hold. Speedy boarding as waste of time in my view here as all in one queue. Otherwise an uneventful flight arrived on time excellent crew once again. Hold baggage on belt on arrival. First ever time with Easyjet and would definitely use again where price timings etc work. Would have to rethink the sporting boarding at overseas airports.,nan,5.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,4.0,Stansted to Palma 21st Feb returning 28th Feb. Bag drop at Stansted was very quick and not much slower at Palma where we were offered a 'free' second hold baggage item. I suspect they knew cabin storage would be at a premium with a full flight. Both flights to time and smooth-especially the landings where touchdown was almost unnoticeable. All in all a pretty good experience.,nan,4.0,nan
nan,Economy Class,2.0,nan,5.0,nan,nan,yes,nan,3.0,LIS-FNC. Delayed by 30 minutes due to what seems a terrible lack of organization at easyjet's hub in Lisbon's airport terminal 2. There were 3 flights of easyjet leaving all at the same time. This terminal consists in a suffocating atmosphere with considerably bad infrastructure and used only for departures of low cost airlines. I was assigned a seat at the last row of the plane and not only there wasn't no window - in what it seems a business measure to book the more possible passengers at the expense of the seat pitch - but the plane itself was a really old A319 very degraded but the worst was the total lack of cleaning on the plane the seats textiles had a vivid brown in an absolutely act of negligence. The Portuguese male flight attendants chat a lot between both of them loud and clear as if the passengers were interested in knowing about their lives. Easyjet tends to be an excellent alternative choice but this time failed low of expectations. And please stop selling cameras among others throughout the flight. It seems like a bazaar not a plane.,nan,3.0,nan
nan,Economy Class,1.0,nan,nan,nan,nan,no,nan,3.0,Low cost seems to equal non existent customer service from Easyjet. Long queues at 'bag drop' worse than other airlines 'checkins' plus long queues at security = missed flight even arriving 2 hours before 'checked-in' flight. £65 per person to rebook on a later flight not what you want on a 3 day trip to Amsterdam. Easyjet don't want to know - never flying with them again.,nan,2.0,nan
nan,Economy Class,2.0,nan,3.0,nan,nan,no,nan,3.0,Recently flew LGW to MXP and return over the half term break. Inflight the service was fine. Delayed significantly by weather on the way out but that can happen. What was shocking however was check in at LGW. Yes I know it was half term but it took 90 minutes to do a bag drop simply because their process with very few check in staff saw constant delays as those turning up late for other flights were whisked to the front of the queue. So if you want to avoid a queue arrive late if you like queuing arrive 2-3 hours early. Just ridiculous!,nan,3.0,nan
nan,Economy Class,4.0,nan,3.0,nan,nan,yes,nan,3.0,Flew STN-AST. Flew to Asturias as a direct with easyJet other options having poor layovers. Both flights on time and arrived ahead of time. Cabin crew always smiling and professional. Can't be beaten for the price.,nan,5.0,nan
nan,Economy Class,4.0,nan,3.0,nan,nan,yes,nan,4.0,I like this airline for its civility and cost and fly London - Toulouse about 10 times a year. But I've learnt to avoid the last flight of the day because the schedule always seems to slip and by the evening delays of 20-60 mins are common.,nan,4.0,nan
nan,Economy Class,5.0,nan,5.0,nan,nan,yes,nan,4.0,Travelled MAN to Paris return and LPL to GNV return last month. All flights on time with excellent service. My e- check in didn't work so I had to return to check-in for a boarding pass. Done with no qualms easily printed. Very satisfied flights.,nan,5.0,nan
nan,Economy Class,5.0,nan,3.0,nan,nan,no,nan,5.0,We had a trip back from Chania on 14th April 2015 we travel there many times a year when we left this time it felt like they were on the move to make more money at any cost. We had 20.7 and 20.9 kgs in our 2 suitcases and no hand luggage they insisted on charging us an extra 2 kgs for the extra weight at a cost of 26 euros we had no other bags to transfer anything into so we had to pay it. It is a con and made us very upset and ruined our trip back. Beware people easyjet is charging more and more yet show it costs less and less.,nan,3.0,nan
nan,Economy Class,5.0,nan,4.0,nan,nan,yes,nan,5.0,Travelled Liverpool to Larnaca flights both ways arrived early. Seating and legroom very comfortable. Cabin crew excellent especially the crew on the return journey. Would never hesitate to travel EasyJet.,nan,5.0,nan
nan,Economy Class,4.0,nan,3.0,nan,nan,no,nan,3.0,"Went SCQ-LGW flight overall was good although it was a little frustrating about their one hand bag rule. Usually I just have a carry-on sized suitcase and my handbag which is about the same size as a purse. Although they said that I would need to put my handbag into my suitcase because ""only one piece is allowed"" but this woman in front of me had several bags from duty free shops which were quite a bit larger than my handbag yet they said nothing about them to her. Additionally I'm not sure if the seats were not meant to recline or I just couldn't find the switch but I ended up not being able to recline the seat on the flight which was fine for a short flight but for further destinations I think this probably wouldn't be comfortable.",nan,3.0,nan
nan,Economy Class,3.0,nan,3.0,nan,nan,no,nan,2.0,EZY5455 from Gatwick to Paphos Cyprus. I would rather fly in a coffin seats might be ok for short flights of say up to 2 hours but trust me when they rush you on a delayed departure flight already knowing your going to be delayed further due to military manoeuvres around Cyprus air space. Hurry rush sit down belt up. Oh this is your captain speaking we've just been informed our departure is going to be delayed by about 1 hour. Due to military manoeuvres over Cyprus airspace. So sat their we did in cramped conditions for an hour. Another 4 hours until we got to Paphos airport and finally released from the cramped conditions. Still got this to look forward to Saturday night.,nan,2.0,nan
nan,Economy Class,4.0,nan,3.0,nan,nan,yes,nan,4.0,U2 1887 Manchester to Munich. Flight left on time despite French ATC strike. I am 183cm and found the seat pitch fine. Cabin crew efficient and reasonably friendly. You have to pay for everything on board and ensure to you comply with their strict carry on policies. That said easyjet offer great value for money.,nan,5.0,nan
nan,Economy Class,4.0,nan,3.0,nan,nan,yes,nan,3.0,Went from LGW-BCN so not so not such a long flight. Flight was delayed but there was no wait for entry into Spain after landing at Barcelona so it wasn't as much of a hassle as normal. Service was okay overall with cabin crew being attentive and available when needed.,nan,3.0,nan
nan,Economy Class,4.0,nan,3.0,nan,nan,yes,nan,3.0,I've flown with easyJet a handful of times from London Gatwick to various European cities and my experience has always been pleasant. I've been lucky with delays (or lack of) and have always found staff polite and helpful. I think one must remember that this is not Emirates so your expectation of customer experience should not be as high a standard.,nan,5.0,nan
nan,Economy Class,4.0,nan,4.0,nan,nan,yes,nan,4.0,Outward bound was Gatwick to Agadir. It was a traditional 'sardine tin' flight with no leg room and the aisle armrest didn't go up so it was very difficult getting in and out without holding the headrest of the seat in front where a poor young man attempting to sleep was continuously disturbed by me getting up and down as we had a baby with us who wouldn't sit still and it was a 7 30am flight. However the return journey was a total surprise we were on a newer plane with lots of leg room the aisle arm rest went up so we had lots of space and I didn't need to hold onto anything to get in and out of my seat. The seats were a lot thinner but surprisingly more comfortable than the previous thicker seats. On both journeys the planes were on time the staff were friendly- more on the outward flight 2 of the flight attendants on the way back obviously had lost the ability to smile so overall my first experience with easy jet was a positive one and I would definitely use them again. My trip satisfaction would have been a 9 if we had flown both ways on the more comfortable plane and the 2 flight attendants had actually smiled just once!,nan,4.0,nan
nan,Economy Class,4.0,nan,4.0,nan,nan,yes,nan,4.0,Flew LTN-ALC return. Flight out was on a new easyJet A320 including the airlines new seats which were quite comfortable and have much more room. The flight was on time and cabin crew on board were friendly and professional. Only downside is how busy Luton Airport is in the morning meaning we just got to the gate in time even getting to the airport 2 hours before! The return flight was on a slightly more cramped A319 with the old style seating. Again flight was on-time and cabin crew were again friendly and professional. Overall a good experience with easyJet.,nan,4.0,nan
nan,Economy Class,4.0,nan,4.0,nan,nan,yes,nan,4.0,LPL-FUE 28/2/15. As a regular Ryanair passenger I was looking forward to comparing but to be honest I found no difference except crew slightly smarter uniforms. Flights on time seats comfy enough price great.,nan,5.0,nan
nan,Economy Class,4.0,nan,4.0,nan,nan,yes,nan,4.0,BHX-GVA-BHX. Another great flight with Easyjet. Checked in and printed my boarded passes at home so just had to drop my suitcase at Birmingham which took around 5 minutes. I like that Easyjet now allocate your seats although they still call the flight very early presumably to ensure everyone is at the gate ready for boarding. Our flight departed at 14.55 yet the final call was at 14.15 so there were people hanging around the gate for a while. The flight itself was very smooth with a good selection of food and drinks and we arrived bang on time into GVA. Only gripe is that the in-flight magazine has very little content mostly being adverts and therefore isn't much of a read but for a short flight this isn't really an issue. Baggage was delivered swiftly and I was out of the airport in under 25 minutes. The queues for the bag drop for the return journey were much longer than at BHX I assume that this is because Easyjet only operate three routes from BHX whereas GVA is a hub and therefore there are many more Easyjet flights departing. They utilise the same queue for all flights but if time is tight for a flight they will open a special desk for individual flights. Overall the queue took about 45 minutes to clear which didn't leave any time for shopping as again they put out the final call for the flight a good 40 minutes prior to departure. Return flight was smooth and we landed about 10 minutes ahead of schedule and although the baggage was slower arriving at BHX than GVA I was still out of the airport in under 40 minutes. For the price I paid I cannot complain and I would definitely fly Easyjet again.,nan,5.0,nan
nan,Economy Class,3.0,nan,2.0,nan,nan,yes,nan,2.0,BRS-BCN-BRS. Flight out on 18/4/15 was excellent. Took off on time and arrived 20 minutes early. Plane looked to be a new A320 with new thin seats which were surprisingly comfortable and seemed to give plenty of room. Return flight on 2/5/15 was exactly opposite. Probably the most uncomfortable easyjet flight we've ever had (A319). Had seats 20 E & F which were extremely cramped. Luckily the flight left almost on time but with an extended flight time due to head winds it was the best part of two hours of purgatory. This won't stop us using easyjet but we'll make sure we don't have these seats again. Staff on both flights were efficient rather than friendly but you don't expect them to be your new best friends.,nan,3.0,nan
nan,Economy Class,3.0,nan,3.0,nan,nan,yes,nan,2.0,Flew with my mother from Bristol to Reykjavik on flight EZY6001 on Sunday 5th April. Our first time travelling with EasyJet. We had a slight confusion with a staff member at the baggage drop as after he'd weighed and labelled my case I mentioned that the case was my hand luggage but he didn't understand what I meant! Eventually the problem was sorted out but the confusion could have been avoided if there were signs up at both Bristol and Reykjavik airports telling people with just hand luggage that they don't need to go to baggage drop but can proceed to wherever the next step is. Staff on the outward flight were very polite friendly and helpful but the staff on the return flight (EZY6002 on Thursday 9th April) seemed eager to get the journey over and done with and reluctant to go the extra mile for the passengers. Sandwiches were also sold out by the time the staff came round asking people if they'd like anything to eat and drink. Refreshments expensive especially crisps and chocolate but the bacon baguette I had on the outward flight was tasty! Overall the flights weren't as bad as I'd feared from their reputation and I would probably fly EasyJet again.,nan,3.0,nan
